slug,path,category,title,source
"monitor-24-ips","/รับซื้อ-monitor-24-ips-ขอนแก่น/","monitor","รับซื้อจอคอม 24 นิ้ว IPS ขอนแก่น เช็กพาเนล พอร์ต จุดเสีย | WINNER IT","https://www.dell.com/en-us/shop/p2425h-monitor/apd/210-bmgh/monitors-monitor-accessories"
"monitor-27-ips","/รับซื้อ-monitor-27-ips-ขอนแก่น/","monitor","รับซื้อจอคอม 27 นิ้ว IPS ขอนแก่น เช็กความละเอียด พอร์ตและพาเนล | WINNER IT","https://www.dell.com/support/product-details/en-us/product/p2725h-monitor/resources/manuals"
"monitor-27-144hz","/รับซื้อ-monitor-27-144hz-ขอนแก่น/","monitor","รับซื้อจอเกมมิ่ง 27 นิ้ว 144Hz ขอนแก่น เช็ก Hz พอร์ตและ VRR | WINNER IT","https://www.asus.com/th/displays-desktops/monitors/gaming/vg279q/techspec/"
"monitor-27-165hz","/รับซื้อ-monitor-27-165hz-ขอนแก่น/","monitor","รับซื้อจอเกมมิ่ง 27 นิ้ว 165Hz ขอนแก่น เช็ก Model VRR และสภาพจอ | WINNER IT","https://www.asus.com/displays-desktops/monitors/tuf-gaming/tuf-gaming-vg279qr/techspec/"
"monitor-32-144hz","/รับซื้อ-monitor-32-144hz-ขอนแก่น/","monitor","รับซื้อจอเกมมิ่ง 32 นิ้ว 144Hz ขอนแก่น เช็กความโค้ง QHD และฐาน | WINNER IT","https://www.asus.com/th/displays-desktops/monitors/tuf-gaming/tuf-gaming-vg32vq/techspec/"
"monitor-2k","/รับซื้อ-monitor-2k-ขอนแก่น/","monitor","รับซื้อจอคอม 2K QHD ขอนแก่น เช็ก 2560×1440 Hz สีและพอร์ต | WINNER IT","https://www.asus.com/displays-desktops/monitors/tuf-gaming/tuf-gaming-vg27aq/techspec/"
"monitor-4k","/รับซื้อ-monitor-4k-ขอนแก่น/","monitor","รับซื้อจอคอม 4K ขอนแก่น เช็ก 3840×2160 สี HDR USB-C และพอร์ต | WINNER IT","https://www.asus.com/th/displays-desktops/monitors/proart/proart-display-pa27ucge/techspec/"
"monitor-ultrawide","/รับซื้อ-monitor-ultrawide-ขอนแก่น/","monitor","รับซื้อจอ Ultrawide ขอนแก่น เช็ก 21:9 ความโค้งและพาเนล | WINNER IT","https://www.lg.com/th/monitors/ultrawide/34wr50qc-b/"
"monitor-oled","/รับซื้อ-monitor-oled-ขอนแก่น/","monitor","รับซื้อจอ OLED Gaming ขอนแก่น เช็ก Burn-in และพาเนล | WINNER IT","https://www.asus.com/th/displays-desktops/monitors/proart/proart-display-oled-pa32ucdm/techspec/"
"portable-monitor","/รับซื้อ-portable-monitor-ขอนแก่น/","monitor","รับซื้อ Portable Monitor ขอนแก่น เช็ก USB-C HDMI จอและฝาพับ | WINNER IT","https://www.asus.com/th/displays-desktops/monitors/zenscreen/zenscreen-mb16ah/techspec/"
"dji-mini-2","/รับซื้อ-dji-mini-2-ขอนแก่น/","drone-gopro","รับซื้อ DJI Mini 2 ขอนแก่น เช็กโดรน รีโมต แบตและกิมบอล | WINNER IT","https://www.dji.com/mini-2"
"dji-mini-3-pro","/รับซื้อ-dji-mini-3-pro-ขอนแก่น/","drone-gopro","รับซื้อ DJI Mini 3 Pro ขอนแก่น เช็ก RC แบต กิมบอลและเซ็นเซอร์ | WINNER IT","https://www.dji.com/support/product/mini-3-pro"
"dji-mini-4-pro","/รับซื้อ-dji-mini-4-pro-ขอนแก่น/","drone-gopro","รับซื้อ DJI Mini 4 Pro ขอนแก่น เช็ก O4 เซ็นเซอร์ RC และแบต | WINNER IT","https://www.dji.com/mini-4-pro/specs"
"dji-air-2s","/รับซื้อ-dji-air-2s-ขอนแก่น/","drone-gopro","รับซื้อ DJI Air 2S ขอนแก่น เช็กกล้อง กิมบอล แบต เซ็นเซอร์ | WINNER IT","https://www.dji.com/support/product/air-2s"
"dji-air-3","/รับซื้อ-dji-air-3-ขอนแก่น/","drone-gopro","รับซื้อ DJI Air 3 ขอนแก่น เช็กกล้องคู่ O4 แบต RC 2 และเซ็นเซอร์ | WINNER IT","https://www.dji.com/air-3/specs"
"dji-mavic-air","/รับซื้อ-dji-mavic-air-ขอนแก่น/","drone-gopro","รับซื้อ DJI Mavic Air ขอนแก่น รุ่นแรก เช็กแบต กิมบอล รีโมต | WINNER IT","https://www.dji.com/mavic-air/info#specs"
"gopro-hero-10","/รับซื้อ-gopro-hero-10-ขอนแก่น/","drone-gopro","รับซื้อ GoPro HERO10 Black ขอนแก่น เช็กจอ เลนส์ แบต | WINNER IT","https://gopro.com/en/th/shop/cameras/hero10-black/CHDHX-101-master.html"
"gopro-hero-11","/รับซื้อ-gopro-hero-11-ขอนแก่น/","drone-gopro","รับซื้อ GoPro HERO11 Black ขอนแก่น เช็ก Sensor จอ เลนส์ | WINNER IT","https://gopro.com/en/na/shop/cameras/hero11-black/CHDHX-111-master.html"
"gopro-hero-12","/รับซื้อ-gopro-hero-12-ขอนแก่น/","drone-gopro","รับซื้อ GoPro HERO12 Black ขอนแก่น เช็กจอ เลนส์ แบต | WINNER IT","https://gopro.com/en/th/shop/cameras/hero12-black/CHDHX-121-master.html"
"dji-osmo-action-4","/รับซื้อ-dji-osmo-action-4-ขอนแก่น/","drone-gopro","รับซื้อ DJI Osmo Action 4 ขอนแก่น เช็กจอคู่ แบต เลนส์และฝาปิด | WINNER IT","https://www.dji.com/hr/osmo-action-4/specs"
"apple-watch-series-7","/รับซื้อ-apple-watch-series-7-ขอนแก่น/","smartwatch","รับซื้อ Apple Watch Series 7 ขอนแก่น เช็กแบต จอ GPS/Cellular | WINNER IT","https://support.apple.com/en-sg/111909"
"apple-watch-series-8","/รับซื้อ-apple-watch-series-8-ขอนแก่น/","smartwatch","รับซื้อ Apple Watch Series 8 ขอนแก่น เช็กแบต จอ Cellular | WINNER IT","https://support.apple.com/en-euro/111848"
"apple-watch-series-9","/รับซื้อ-apple-watch-series-9-ขอนแก่น/","smartwatch","รับซื้อ Apple Watch Series 9 ขอนแก่น เช็ก S9 แบต จอ Cellular | WINNER IT","https://support.apple.com/en-ph/111833"
"apple-watch-ultra","/รับซื้อ-apple-watch-ultra-ขอนแก่น/","smartwatch","รับซื้อ Apple Watch Ultra ขอนแก่น เช็กแบต จอ Titanium 49mm | WINNER IT","https://support.apple.com/en-asia/111852"
"apple-watch-ultra-2","/รับซื้อ-apple-watch-ultra-2-ขอนแก่น/","smartwatch","รับซื้อ Apple Watch Ultra 2 ขอนแก่น เช็ก S9 แบต จอ 49mm | WINNER IT","https://support.apple.com/en-us/111832"
