slug,path,title,h1,category,brand,lifecycle
"asus-rog-zephyrus-g14","/รับซื้อ-asus-rog-zephyrus-g14-ขอนแก่น/","รับซื้อ ASUS ROG Zephyrus G14 ขอนแก่น เช็ก GPU จอ OLED และประกัน | WINNER IT","รับซื้อ ASUS ROG Zephyrus G14 ขอนแก่น","notebook","asus","INDEX"
"asus-tuf-gaming-a15","/รับซื้อ-asus-tuf-gaming-a15-ขอนแก่น/","รับซื้อ ASUS TUF Gaming A15 ขอนแก่น เช็ก FA506/FA507 และ RTX | WINNER IT","รับซื้อ ASUS TUF Gaming A15 ขอนแก่น","notebook","asus","INDEX"
"lenovo-legion-5","/รับซื้อ-lenovo-legion-5-ขอนแก่น/","รับซื้อ Lenovo Legion 5 ขอนแก่น แยกรุ่น CPU GPU และจอ | WINNER IT","รับซื้อ Lenovo Legion 5 ขอนแก่น","notebook","lenovo","INDEX"
"lenovo-loq-15","/รับซื้อ-lenovo-loq-15-ขอนแก่น/","รับซื้อ Lenovo LOQ 15 ขอนแก่น ดูรหัสรุ่น RTX และอะแดปเตอร์ | WINNER IT","รับซื้อ Lenovo LOQ 15 ขอนแก่น","notebook","lenovo","INDEX"
"acer-nitro-v15","/รับซื้อ-acer-nitro-v15-ขอนแก่น/","รับซื้อ Acer Nitro V 15 ขอนแก่น เช็ก ANV15 CPU RTX และจอ | WINNER IT","รับซื้อ Acer Nitro V 15 ขอนแก่น","notebook","acer","INDEX"
"dell-latitude-7440","/รับซื้อ-dell-latitude-7440-ขอนแก่น/","รับซื้อ Dell Latitude 7440 ขอนแก่น i5/i7 vPro เครื่องบริษัท | WINNER IT","รับซื้อ Dell Latitude 7440 ขอนแก่น","notebook","dell","INDEX"
"macbook-air-m1","/รับซื้อ-macbook-air-m1-ขอนแก่น/","รับซื้อ MacBook Air M1 ขอนแก่น 8GB 16GB 256/512GB | WINNER IT","รับซื้อ MacBook Air M1 ขอนแก่น","macbook","","INDEX"
"macbook-air-m2","/รับซื้อ-macbook-air-m2-ขอนแก่น/","รับซื้อ MacBook Air M2 ขอนแก่น 8/256 8/512 16GB | WINNER IT","รับซื้อ MacBook Air M2 ขอนแก่น","macbook","","INDEX"
"macbook-air-m3","/รับซื้อ-macbook-air-m3-ขอนแก่น/","รับซื้อ MacBook Air M3 ขอนแก่น เช็ก RAM SSD แบตและประกัน | WINNER IT","รับซื้อ MacBook Air M3 ขอนแก่น","macbook","","INDEX"
"macbook-pro-14-m1-pro","/รับซื้อ-macbook-pro-14-m1-pro-ขอนแก่น/","รับซื้อ MacBook Pro 14 M1 Pro ขอนแก่น RAM SSD แบต | WINNER IT","รับซื้อ MacBook Pro 14 M1 Pro ขอนแก่น","macbook","","INDEX"
"iphone-13","/รับซื้อ-iphone-13-ขอนแก่น/","รับซื้อ iPhone 13 ขอนแก่น 128 256 512GB เช็กแบตและจอ | WINNER IT","รับซื้อ iPhone 13 ขอนแก่น","iphone","","INDEX"
"iphone-14","/รับซื้อ-iphone-14-ขอนแก่น/","รับซื้อ iPhone 14 ขอนแก่น 128 256 512GB เช็กแบต Face ID | WINNER IT","รับซื้อ iPhone 14 ขอนแก่น","iphone","","INDEX"
"iphone-15-pro-max","/รับซื้อ-iphone-15-pro-max-ขอนแก่น/","รับซื้อ iPhone 15 Pro Max ขอนแก่น 256GB 512GB 1TB | WINNER IT","รับซื้อ iPhone 15 Pro Max ขอนแก่น","iphone","","INDEX"
"iphone-16-pro-max","/รับซื้อ-iphone-16-pro-max-ขอนแก่น/","รับซื้อ iPhone 16 Pro Max ขอนแก่น 256GB 512GB 1TB | WINNER IT","รับซื้อ iPhone 16 Pro Max ขอนแก่น","iphone","","INDEX"
"ipad-gen-10","/รับซื้อ-ipad-gen-10-ขอนแก่น/","รับซื้อ iPad Gen 10 ขอนแก่น Wi‑Fi Cellular 64/256GB | WINNER IT","รับซื้อ iPad Gen 10 ขอนแก่น","ipad-tablet","","INDEX"
"ipad-air-5","/รับซื้อ-ipad-air-5-ขอนแก่น/","รับซื้อ iPad Air 5 ขอนแก่น M1 Wi‑Fi Cellular 64/256GB | WINNER IT","รับซื้อ iPad Air 5 ขอนแก่น","ipad-tablet","","INDEX"
"ipad-pro-m1-11","/รับซื้อ-ipad-pro-m1-11-ขอนแก่น/","รับซื้อ iPad Pro M1 11 นิ้ว ขอนแก่น Wi‑Fi Cellular | WINNER IT","รับซื้อ iPad Pro M1 11-inch ขอนแก่น","ipad-tablet","","INDEX"
"rtx-3060-ti","/รับซื้อ-rtx-3060-ti-ขอนแก่น/","รับซื้อ RTX 3060 Ti ขอนแก่น 8GB เช็กประกัน พัดลมและประวัติขุด | WINNER IT","รับซื้อ GeForce RTX 3060 Ti ขอนแก่น","gpu","","INDEX"
"rtx-4060-ti","/รับซื้อ-rtx-4060-ti-ขอนแก่น/","รับซื้อ RTX 4060 Ti ขอนแก่น 8GB 16GB เช็กประกัน | WINNER IT","รับซื้อ GeForce RTX 4060 Ti ขอนแก่น","gpu","","INDEX"
"rtx-5060","/รับซื้อ-rtx-5060-ขอนแก่น/","รับซื้อ RTX 5060 ขอนแก่น 8GB GDDR7 ประกันเหลือ | WINNER IT","รับซื้อ GeForce RTX 5060 ขอนแก่น","gpu","","INDEX"
