slug,path,title,h1,lifecycle,manufacturer_source
asus-rog-zephyrus-g16,/รับซื้อ-asus-rog-zephyrus-g16-ขอนแก่น/,รับซื้อ ASUS ROG Zephyrus G16 ขอนแก่น เช็ก GA605 GU605 จอ OLED และ RTX | WINNER IT,รับซื้อ ASUS ROG Zephyrus G16 ขอนแก่น,INDEX,https://rog.asus.com/th/laptops/rog-zephyrus/rog-zephyrus-g16-2025-ga605/spec/
asus-rog-strix-g16,/รับซื้อ-asus-rog-strix-g16-ขอนแก่น/,รับซื้อ ASUS ROG Strix G16 ขอนแก่น เช็ก G614 G615 RTX และจอ | WINNER IT,รับซื้อ ASUS ROG Strix G16 ขอนแก่น,INDEX,https://rog.asus.com/th/laptops/rog-strix/rog-strix-g16-2025/spec/
lenovo-legion-pro-5,/รับซื้อ-lenovo-legion-pro-5-ขอนแก่น/,รับซื้อ Lenovo Legion Pro 5 ขอนแก่น เช็ก 16IRX/16ARX RTX และจอ | WINNER IT,รับซื้อ Lenovo Legion Pro 5 ขอนแก่น,INDEX,https://psref.lenovo.com/Product/Legion/Legion_Pro_5_16IRX9
acer-predator-helios-neo-16,/รับซื้อ-acer-predator-helios-neo-16-ขอนแก่น/,รับซื้อ Acer Predator Helios Neo 16 ขอนแก่น เช็ก PHN16 RTX และจอ | WINNER IT,รับซื้อ Acer Predator Helios Neo 16 ขอนแก่น,INDEX,https://www.acer.com/th-th/predator/laptops/helios/helios-neo-16/pdp/NH.QNMST.001
hp-victus-16,/รับซื้อ-hp-victus-16-ขอนแก่น/,รับซื้อ HP Victus 16 ขอนแก่น เช็ก CPU RTX จอ RAM SSD และประกัน | WINNER IT,รับซื้อ HP Victus 16 ขอนแก่น,INDEX,https://www.hp.com/us-en/gaming-pc/laptops/2023-victus-16-intel.html
macbook-air-m4,/รับซื้อ-macbook-air-m4-ขอนแก่น/,รับซื้อ MacBook Air M4 ขอนแก่น 13/15 นิ้ว RAM SSD แบต | WINNER IT,รับซื้อ MacBook Air M4 ขอนแก่น,INDEX,https://support.apple.com/th-th/122209
macbook-pro-14-m2-pro,/รับซื้อ-macbook-pro-14-m2-pro-ขอนแก่น/,รับซื้อ MacBook Pro 14 M2 Pro ขอนแก่น RAM SSD แบตและจอ XDR | WINNER IT,รับซื้อ MacBook Pro 14 M2 Pro ขอนแก่น,INDEX,https://support.apple.com/en-us/111340
macbook-pro-16-m2-pro,/รับซื้อ-macbook-pro-16-m2-pro-ขอนแก่น/,รับซื้อ MacBook Pro 16 M2 Pro ขอนแก่น RAM SSD แบตและจอ XDR | WINNER IT,รับซื้อ MacBook Pro 16 M2 Pro ขอนแก่น,INDEX,https://support.apple.com/en-euro/111838
macbook-pro-14-m4,/รับซื้อ-macbook-pro-14-m4-ขอนแก่น/,รับซื้อ MacBook Pro 14 M4 ขอนแก่น RAM SSD แบต จอ XDR | WINNER IT,รับซื้อ MacBook Pro 14 M4 ขอนแก่น,INDEX,https://support.apple.com/th-th/121552
iphone-13-pro,/รับซื้อ-iphone-13-pro-ขอนแก่น/,รับซื้อ iPhone 13 Pro ขอนแก่น 128GB ถึง 1TB เช็กแบต จอ Face ID | WINNER IT,รับซื้อ iPhone 13 Pro ขอนแก่น,INDEX,https://support.apple.com/en-ph/111871
